user_id,morph_switch_counter,source_url,destination_url,phone_id,fullName,price,outcome_var,bounce,total_clicks,first_morph,last_morph,time_spent_website,condition,condition_reassigned,time_spent_survey,bonus_unclear,bonus_unclear_open,bcq_bonus_received,web_satisf,att_check,att_check_6_TEXT,web_recommend,lk_buy_cellphone,employment_status,employment_status_7_TEXT,gender,Mobile 
BVv3RfrzCGjoVZYFIguAHHkBd3TWl1,10,https://xlarge.rsm.nl/phone-shop/#/reviews,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=BVv3RfrzCG.joVZYFIguA-HHkBd3TWl1,{linkLocation:footer},NA,0,0,1,10,1,2,152.8110001,2,2,78,2,NA,2,5,6,Yes,3,5,1,NA,2,0
bYaoL4SVmJ2PBP1CEUud9TPfd3VvaxX,7,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,7,2,2,102.2750001,4,4,148,2,NA,2,7,6,Yes,6,5,1,NA,2,0
BypWHrs9oiSz9fuauMsFKABevGoqms,30,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,399,1,0,30,2,1,117.5339999,3,3,185,2,NA,2,6,6,Yes,6,3,1,NA,2,0
bzE8IGpytPk69w08J9ccBFk3O1RuSvM,9,https://xlarge.rsm.nl/phone-shop/#/products/11,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=bzE8I-GpytPk69w08J9ccBFk3O1RuSvM,{linkLocation:footer},NA,0,0,1,9,2,1,55.15700006,3,3,70,2,NA,2,7,6,Yes,6,5,2,NA,1,0
BzMjaBEAXBYpanhvzpRltSb42kfwcXV8,4,https://xlarge.rsm.nl/phone-shop/#/products/9,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=BzMjaBEAXBYpanhvzpRltSb42kfwcXV8,{linkLocation:footer},NA,0,0,1,4,1,1,57.30200005,1,2,88,2,NA,2,3,6,Yes,2,7,2,NA,1,0
C0f2SpFLBi6LgFFnhEYR3nUBtB,1,https://xlarge.rsm.nl/phone-shop/#/,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=C_0f2Sp~FLBi6LgFF.nhE-YR..3nUBtB,{linkLocation:footer},NA,0,0,1,1,2,2,0,4,4,166,2,NA,2,6,6,Yes,6,1,4,NA,2,1
C0yPWKoDKZySl1t8dzLHjrQHnfa3Sc,46,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:3,fullName:Samsung Galaxy A12 64GB Mobile Phone - Black,169.95,1,0,46,1,2,269.0569999,2,2,139,1,was clear,2,7,6,Yes,6,5,7,long term sick,2,0
c2Ib4dxOt92VbLjkseop3j7EM2jA,43,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=c2-Ib4dxOt92_VbLjkseop~3j7EM2jA.,{linkLocation:footer},NA,0,0,1,43,2,1,229.108,3,3,111,2,NA,2,6,6,Yes,6,2,1,NA,2,1
c38YJCItqBOaI162IgkmSBAixFqPlhV,11,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/trolley,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,0,0,0,11,1,2,86.57199979,2,2,74,2,NA,2,5,6,Yes,3,5,8,NA,3,0
C3AuXKhztblrbbeGzMNyKl32LaTg4,8,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:9,fullName:Nokia 1.3 16GB Mobile Phone - Cyan,79.95,1,0,8,1,2,40.76699996,2,2,67,2,NA,2,7,6,Yes,6,2,1,NA,2,0
C63nisT6aDlImg9ouXXVrEczb12W,18,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:1,fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White,319,1,0,18,2,1,184.661,3,3,105,2,NA,2,6,6,Yes,6,6,1,NA,2,0
c6ZIjkYZgoT8fsuVslYVjAvg9LGNyJ,8,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:12,fullName:Motorola G9 Power 128GB Mobile Phone - Blue,159.99,1,0,8,2,2,113.4109998,4,4,96,2,NA,2,6,6,Yes,5,5,1,NA,1,0
Ce1qrpDvO47CZMRtKSFn5MS7q1o9cON,13,https://xlarge.rsm.nl/phone-shop/#/products/11,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=Ce1qrpDv_O47CZMRtKSFn5MS7q1o9cON,{linkLocation:footer},NA,0,0,1,13,2,2,48.21800017,4,4,88,1,Not sure exactly how it works,2,6,6,Yes,5,6,1,NA,2,1
cEe2snwIrDkZApgMpol0bR1eI4kTZqn,11,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:1,fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White,319,1,0,11,1,1,60.2349999,1,1,68,2,NA,2,5,6,yes,4,2,1,NA,2,0
cfk448ska7G5gQwPfNwZyM0ttKBB8m,40,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:13,fullName:Huawei P40 Lite 5G 128GB Mobile Phone - Black,379.95,1,0,40,2,1,418.599,3,3,93,2,NA,2,5,6,Yes,4,3,2,NA,3,0
cFPPuApCYd0aSQEqmt4rm7N5uwAQ7I,19,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,19,2,2,86.60299993,4,4,93,2,NA,2,4,6,Yes,3,5,1,NA,1,0
cgKwQ98Be5d71H1pfhiZc1EqAHGNByF,42,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:1,fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White,319,1,0,42,2,2,271.207,4,4,131,2,NA,2,5,6,Yes,5,6,7,out of work due to illness at the moment,2,0
cHuW04n8YJkFUlfHbNP0nlFPPO3ccCb,5,https://xlarge.rsm.nl/phone-shop/#/products/3,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=cHuW04n8YJkFUlfHb.NP0nlFPPO3ccCb,{linkLocation:footer},NA,0,0,1,5,2,2,67.86100006,4,4,110,2,NA,1,7,6,yes,4,3,5,NA,2,0
CIEE1IcvYVrdqrtn7qhr8x1JcC8ap,21,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:4,fullName:Huawei P30 Lite 128GB Mobile Phone - Black,199.95,1,0,21,1,2,260.51,2,2,109,2,NA,2,6,6,Yes,6,2,1,NA,2,0
cioM9PvXSBnnNlICoqKfDtHcvi907F,25,https://xlarge.rsm.nl/phone-shop/#/products/11,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=cioM9PvXSBnnNl_ICoqKfDtHcv~i907F,{linkLocation:footer},NA,0,0,1,25,2,1,241.6719999,3,3,134,2,NA,2,3,6,Yes,4,4,1,NA,2,0
CjdTU3XNP1Qy2mTvJw0LuavPucbc5t,4,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=C.j_dTU3XNP1Qy2mTvJw0LuavPucbc5t,{linkLocation:footer},NA,0,0,1,4,1,1,47.64999986,1,2,120,2,NA,2,6,6,yes,6,5,1,NA,1,0
CKU0AQxt043SvtBmRj7X3FsL5Wb,3,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=CKU~~0AQxt043Sv_-tBmRj7X~3FsL5Wb,{linkLocation:footer},NA,0,0,1,3,1,1,26.85599995,1,1,140,2,NA,3,6,6,Yes,5,3,2,NA,1,0
Cli7Uikg6huyGqxnWZt6toNXSgSdvb,14,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:8,fullName:Google Pixel 3a XL 64GB Mobile Phone - Black,329,1,0,14,2,2,50.32999992,4,4,164,2,NA,2,6,6,Yes,6,3,1,NA,1,0
cLqX2aFPXSa70FKyiWuJ6hvaBpwBKqD,13,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:1,fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White,319,1,0,13,2,1,110.1629999,3,3,95,2,NA,2,3,6,Yes,3,5,2,NA,1,0
clr4p2Sc5zMtqSCxYH8EP545bhuIu,27,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:7,fullName:Samsung Galaxy A32 5G 64GB Mobile Phone - White,249.99,1,0,27,1,1,401.3110001,1,1,86,2,NA,2,5,6,Yes,5,7,5,NA,2,1
cndTtyWkrgi6xl47jleXv3tk5bLTd,9,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,9,2,2,151.418,4,4,74,2,NA,2,5,6,Yes,5,6,1,NA,2,1
Cokr7fi10FTFefG8MEJcAnRurvZm5N8,22,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:3,fullName:Samsung Galaxy A12 64GB Mobile Phone - Black,169.95,1,0,22,2,2,113.5899999,4,4,80,2,NA,2,6,6,Yes,6,5,1,NA,3,0
colrXjy6tnjvozwnYFS9jj22Y5g4yi,15,https://xlarge.rsm.nl/phone-shop/#/,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=colrXjy6tnjvo~zwnYFS9jj2-2Y5g4yi,{linkLocation:footer},NA,0,0,1,14,2,2,80.8920002,4,4,165,2,NA,2,6,6,Yes,4,6,1,NA,2,1
CRovafeGhX72LtAoDcHNiGChiRhDh2,20,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,20,1,1,92.14700007,1,1,122,2,NA,2,6,6,Yes,5,5,1,NA,2,1
CsTnz46vrjgQzLUvkp86Tc1Hmj7R,19,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:15,fullName:OPPO Reno4 Z 128GB 5G Mobile Phone - White,249.95,1,0,19,2,1,133.302,3,3,118,2,NA,2,6,6,Yes,6,3,7,Unfit for work.,1,0
cUbgkBxj0zK1T6vr0tB1gZUqomt92L5G,34,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:1,fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White,319,1,0,34,2,1,312.8470001,3,3,89,2,NA,2,5,6,Yes,4,6,3,NA,1,0
CWf2YTvKHlek4ptwIrGlnq0V7Yyq,16,https://xlarge.rsm.nl/phone-shop/#/,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=CWf2~YTvKHlek4ptw-IrGlnq0V7Y-y-q,{linkLocation:footer},NA,0,0,1,16,1,1,152.1730001,1,1,75,2,NA,2,6,6,Yes,6,2,3,NA,1,0
CX0yy6DqPnX32Y2wjn8l9mZ8xngZGdM,3,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:1,fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White,319,1,0,3,2,2,17.671,4,3,102,2,NA,2,4,6,yes,4,6,2,NA,NA,0
CxPHG4HHdE4A7tH9Y6z2x0sIFcZeZhl,3,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=CxPHG4HHdE4A7tH9Y6z2x0sIFcZeZh~l,{linkLocation:footer},NA,0,0,1,3,2,2,16.08200002,4,4,178,2,NA,2,6,6,Yes,3,5,3,NA,2,0
cxxBu1i5EmcUw0bvfjZJDqQlkra38fOK,9,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:1,fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White,319,1,0,9,2,2,194.3080001,4,4,329,1,It does not state whether you will be winning it or not,3,3,6,Yes,5,1,1,NA,2,1
D0lqbbqlUH7eyHMP892GWX0FIVDf4y,12,https://xlarge.rsm.nl/phone-shop/#/reviews/8,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=D0lqbbqlUH_7eyHM_P892GWX0FIVDf4y,{linkLocation:footer},NA,0,0,1,11,1,1,237.108,1,1,68,2,NA,2,3,6,Yes,3,2,1,NA,1,0
d1gUQVJfj3ekdJV0gp4kgF85RftOS,21,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:1,fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White,319,1,0,21,2,1,227.348,3,3,109,2,NA,2,7,6,Yes,7,7,1,NA,1,0
d2kzE10lAylWIwKoNWjOqwaExQF1fN,5,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:1,fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White,319,1,0,5,1,1,79.1730001,1,1,276,2,NA,2,5,6,Yes,5,3,1,NA,1,0
D5zTYw16PkzERrk2G6ehHh1BCXseZ,6,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,399,1,0,6,2,2,18.12599993,4,4,74,2,NA,2,6,6,Yes,4,3,1,NA,2,0
d8n7D8hCPPGzFsuwwKQFQM4QuY1dge,4,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,4,2,2,15.02900004,4,3,82,2,NA,2,6,6,Yes,3,1,1,NA,1,0
DcqRnlocyeO7xAAybG6FazzJdU8L,6,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,399,1,0,6,2,2,14.57400012,4,4,76,2,NA,2,6,6,Yes,4,7,1,NA,1,0
DD83FYBzKXq3IVlaR9slto8xC6ZOI,39,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,39,2,2,233.5510001,4,4,120,2,NA,2,6,6,Yes,4,2,1,NA,1,0
dDS9hCwnn14ITfGeDFRh200AgOwGg8B,4,https://xlarge.rsm.nl/phone-shop/#/reviews,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=d.DS9hCwnn14ITfGeDFRh200AgOwGg8B,{linkLocation:footer},NA,0,0,1,4,1,1,119.052,1,2,95,2,NA,2,7,6,Yes,6,3,7,homemaker,2,0
dElHzIOOy6u1Qckhrl6RRVtthEEyak,11,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=dElH~zIOOy6u1Qckhrl6RRV.tthEEyak,{linkLocation:footer},NA,0,0,1,11,2,1,79.04399991,3,3,102,2,NA,2,5,6,YES,5,1,1,NA,2,0
DGBgmDGZdZ8Wp8xDIsSe1hKfLi3oU1,21,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=DGBgmDGZd-Z8W~p8xDIsSe1hKfLi3oU1,{linkLocation:footer},NA,0,0,1,20,1,1,106.9070001,1,1,69,2,NA,2,1,6,Yes,7,5,3,NA,1,0
dgIRBRfa77gaEAU3wPzIFBSWSfawb,20,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=dg~IRBRfa77gaEAU3wPzI-FBSWSf~awb,{linkLocation:footer},NA,0,0,1,20,1,2,99.7420001,2,2,79,2,NA,2,2,6,Yes,2,2,1,NA,1,0
di9ms8pwPL0cqp9P84WHp4aB8FZc,22,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,20,2,1,113.1449997,3,3,74,2,NA,2,7,6,Yes,7,5,4,NA,1,0
DkL8eUzJX4FTzHPvy1MquIKeX2edP,6,https://xlarge.rsm.nl/phone-shop/#/products/11,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=DkL8eU.-zJX4FTzHPvy1MquIKeX2ed-P,{linkLocation:footer},NA,0,0,1,6,2,2,45.61100006,4,4,79,2,NA,2,6,6,Yes,5,2,1,NA,2,0
DKWlbs3xLeFKxKndVecXq40Nhwc9Ke,6,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:3,fullName:Samsung Galaxy A12 64GB Mobile Phone - Black,169.95,1,0,6,2,2,22.12599993,4,3,77,2,NA,2,6,6,Yes,5,5,1,NA,2,1
do2jcSzTXgfAh7op9vrUYjwrDDIal0Qf,21,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:4,fullName:Huawei P30 Lite 128GB Mobile Phone - Black,199.95,1,0,21,1,2,139.5090001,2,2,90,2,NA,2,5,6,Yes,3,2,3,NA,2,0
dOQxw5hGFe3PH1DpgwOjxII8A3zftV,20,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,399,1,0,20,2,1,58.34299994,3,3,71,2,NA,2,7,6,Yes,7,5,3,NA,2,0
dPa1F7czqReLQikP6nPeZt4lgXoWg4r,6,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:1,fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White,319,1,0,6,1,1,108.8529999,1,1,164,2,NA,2,6,6,Yes,5,6,3,NA,1,0
DpD0C1fCol07RhicmXpmW2AERwttsW,13,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=DpD0C1fCol0_7RhicmXpmW2~AERwttsW,{linkLocation:footer},NA,0,0,1,13,2,1,97.04900002,3,3,103,2,NA,2,6,6,Yes,5,5,1,NA,1,0
dpY0YEd0bhoWyhzoHI32vXca11tVyDCp,4,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=dpY0YEd0bhoWyhzoHI32vXca11tVyDCp,{linkLocation:footer},NA,0,0,1,4,2,2,49.89700007,4,4,135,2,NA,2,6,6,Yes,4,3,1,NA,1,1
DpYalbfYgAnOk043gno8Fd9FURylWpm,21,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,399,1,0,21,2,2,191.7030001,4,4,126,2,NA,2,6,6,Yes,6,3,5,NA,2,1
DPZFxDdZovQ38GsBd4nxrRiKOGMhlt,12,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,12,1,2,168.8770001,2,2,75,2,NA,2,5,6,Yes,5,7,2,NA,1,0
Drhs4ITz4bH9mlJsOXZBjwcY4fuoI,8,https://xlarge.rsm.nl/phone-shop/#/products/1,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=Drhs4ITz4bH9mlJs-OXZBjwcY-4fuo-I,{linkLocation:footer},NA,0,0,1,8,1,2,48.4460001,2,2,103,2,NA,2,7,6,Yes,6,7,1,NA,2,0
dSfQEU87SLSbqeiICEryhi9xR5BYq0D,7,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:7,fullName:Samsung Galaxy A32 5G 64GB Mobile Phone - White,249.99,1,0,7,1,2,114.849,2,2,134,2,NA,2,7,6,Yes,6,4,1,NA,2,1
dSJcEYbozr0Ut44IaaHbym0qJHJwuo,36,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=dSJcEYbozr0Ut44.IaaHbym0qJH~Jwuo,{linkLocation:footer},NA,0,0,1,35,2,2,271.3619998,4,4,137,2,NA,2,2,6,Yes,2,6,2,NA,1,0
DSp9nnpoNwwUVijhOghLDFOlRlEeyj,34,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,34,1,2,391.484,2,2,198,2,NA,3,4,6,Yes,3,3,1,NA,2,0
dVqIS2aMeg387i850OTtuaINCb4UrORk,6,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:3,fullName:Samsung Galaxy A12 64GB Mobile Phone - Black,169.95,1,0,6,1,1,59.24100018,1,1,81,2,NA,2,6,6,Yes,3,4,2,NA,2,0
dwEw8eHSyUoDIFhWTVdk1MPUhUFOKv,24,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,24,1,1,182.6030002,1,1,104,2,NA,2,6,6,Yes,6,5,2,NA,2,0
e26pumsJddvWwGScXNnOH5NjZprEjq,6,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,6,1,1,50.63399982,1,2,172,2,NA,2,7,6,Yes,6,6,2,NA,2,1
e2dkVGgWOo8jDzAHevA9XirQT,19,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/filter,[],NA,0,0,1,19,1,1,298.6259999,1,1,97,2,NA,2,6,6,Yes,5,4,2,NA,2,0
e2O0195WoM7I9q95l9KQcmswd2rhBj,8,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:7,fullName:Samsung Galaxy A32 5G 64GB Mobile Phone - White,249.99,1,0,8,1,1,169.325,1,1,77,2,NA,2,6,6,Yes,5,7,2,NA,2,0
E3xjnhhSJCPIeEtZbZEhx78zdDHVF,4,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:8,fullName:Google Pixel 3a XL 64GB Mobile Phone - Black,329,1,0,4,2,2,14.68599987,4,3,73,2,NA,2,6,6,Yes,6,5,4,NA,1,0
e4ZwmaR5ZcWTHS2CI24VsxFOJ4SOwbTL,18,https://xlarge.rsm.nl/phone-shop/#/,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=e4ZwmaR5ZcWTHS2CI24VsxFOJ4SOwbTL,{linkLocation:footer},NA,0,0,1,18,2,2,117.559,4,4,94,2,NA,2,7,6,Yes,6,7,7,Homemaker,2,0
e7DghkEYsvEiLZSXdjDgCc42OggBW8XZ,15,https://xlarge.rsm.nl/phone-shop/#/suggestions/social-media,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=e7DghkEYsvEiLZSXdjDgCc42OggBW8XZ,{linkLocation:footer},NA,0,0,1,15,1,1,141.961,1,1,141,1,I didn't understand if it was real money or not and how long to go on the website for.,2,7,6,Yes,6,2,3,NA,2,0
E7GjAHuDt2TFtW8BPJgC8HCjn0ro,28,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=E7GjAHuDt2T.~FtW8BP_JgC8HCj-n0ro,{linkLocation:footer},NA,0,0,1,28,2,2,194.984,4,4,70,2,NA,2,2,6,Yes,1,5,1,NA,2,0
ebBHZGveJauD9g83Bb7gwBu0DVrQnPt,20,https://xlarge.rsm.nl/phone-shop/#/comparison,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=ebBHZGveJauD9g83Bb7_gwBu0DVrQnPt,{linkLocation:footer},NA,0,0,1,20,2,2,336.066,4,4,185,2,NA,1,6,6,Yes,6,6,7,Volunteer,1,0
EBWhrjvPwPvDuDVOUXSmSZcP7HmYTk0,11,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:3,fullName:Samsung Galaxy A12 64GB Mobile Phone - Black,169.95,1,0,11,2,1,65.75300002,3,3,101,2,NA,2,7,6,Yes,7,2,1,NA,1,0
EcdWncCBQFzU8xZHRLsDgqRdB2i7xN,4,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=EcdWncC-BQFzU8~xZHRLsDgqRdB2i7xN,{linkLocation:footer},NA,0,0,1,4,1,1,99.74000001,1,2,238,2,NA,2,6,6,yes,4,3,4,NA,1,0
EDejvTX0m3GzTy2OyjS8ep06GELby,6,https://xlarge.rsm.nl/phone-shop/#/,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=ED.e-jvTX0m3GzT_y2OyjS8ep06GELby,{linkLocation:footer},NA,0,0,1,6,1,1,27.50300002,1,1,101,2,NA,2,5,6,Yes,5,6,1,NA,1,0
eF8nUPLT3DAtS4uKZR7mVjKTG73fEv1,5,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:8,fullName:Google Pixel 3a XL 64GB Mobile Phone - Black,329,1,0,5,1,1,19.24499989,1,1,63,2,NA,2,6,6,Yes,4,7,1,NA,2,0
eFdaUulKgXiKYmbWdDoU0115PXXu7BN,5,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,399,1,0,5,1,1,67.51100016,1,1,128,2,NA,2,7,6,YES,7,5,1,NA,2,0
