user_id,source_url,destination_url,phone_id,fullName,price,outcome_var,bounce,total_clicks,first_morph,last_morph,time_spent_website,condition,condition_reassigned,time_spent_survey,bonus_unclear,bonus_unclear_open,bcq_bonus_received,web_satisf,att_check,att_check_6_TEXT,web_recommend,lk_buy_cellphone,employment_status,employment_status_7_TEXT,gender,Mobile
DD83FYBzKXq3IVlaR9slto8xC6ZOI,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,39,2,2,233.5510001,4,4,120,2,NA,2,6,6,Yes,4,2,1,NA,1,0
dDS9hCwnn14ITfGeDFRh200AgOwGg8B,https://xlarge.rsm.nl/phone-shop/#/reviews,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=d.DS9hCwnn14ITfGeDFRh200AgOwGg8B,{linkLocation:footer},NA,0,0,1,4,1,1,119.052,1,2,95,2,NA,2,7,6,Yes,6,3,7,homemaker,2,0
dElHzIOOy6u1Qckhrl6RRVtthEEyak,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=dElH~zIOOy6u1Qckhrl6RRV.tthEEyak,{linkLocation:footer},NA,0,0,1,11,2,1,79.04399991,3,3,102,2,NA,2,5,6,YES,5,1,1,NA,2,0
DGBgmDGZdZ8Wp8xDIsSe1hKfLi3oU1,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=DGBgmDGZd-Z8W~p8xDIsSe1hKfLi3oU1,{linkLocation:footer},NA,0,0,1,20,1,1,106.9070001,1,1,69,2,NA,2,1,6,Yes,7,5,3,NA,1,0
dgIRBRfa77gaEAU3wPzIFBSWSfawb,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=dg~IRBRfa77gaEAU3wPzI-FBSWSf~awb,{linkLocation:footer},NA,0,0,1,20,1,2,99.7420001,2,2,79,2,NA,2,2,6,Yes,2,2,1,NA,1,0
di9ms8pwPL0cqp9P84WHp4aB8FZc,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,20,2,1,113.1449997,3,3,74,2,NA,2,7,6,Yes,7,5,4,NA,1,0
DkL8eUzJX4FTzHPvy1MquIKeX2edP,https://xlarge.rsm.nl/phone-shop/#/products/11,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=DkL8eU.-zJX4FTzHPvy1MquIKeX2ed-P,{linkLocation:footer},NA,0,0,1,6,2,2,45.61100006,4,4,79,2,NA,2,6,6,Yes,5,2,1,NA,2,0
DKWlbs3xLeFKxKndVecXq40Nhwc9Ke,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:3,fullName:Samsung Galaxy A12 64GB Mobile Phone - Black,169.95,1,0,6,2,2,22.12599993,4,3,77,2,NA,2,6,6,Yes,5,5,1,NA,2,1
do2jcSzTXgfAh7op9vrUYjwrDDIal0Qf,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:4,fullName:Huawei P30 Lite 128GB Mobile Phone - Black,199.95,1,0,21,1,2,139.5090001,2,2,90,2,NA,2,5,6,Yes,3,2,3,NA,2,0
dOQxw5hGFe3PH1DpgwOjxII8A3zftV,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,399,1,0,20,2,1,58.34299994,3,3,71,2,NA,2,7,6,Yes,7,5,3,NA,2,0
dPa1F7czqReLQikP6nPeZt4lgXoWg4r,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:1,fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White,319,1,0,6,1,1,108.8529999,1,1,164,2,NA,2,6,6,Yes,5,6,3,NA,1,0
DpD0C1fCol07RhicmXpmW2AERwttsW,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=DpD0C1fCol0_7RhicmXpmW2~AERwttsW,{linkLocation:footer},NA,0,0,1,13,2,1,97.04900002,3,3,103,2,NA,2,6,6,Yes,5,5,1,NA,1,0
dpY0YEd0bhoWyhzoHI32vXca11tVyDCp,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=dpY0YEd0bhoWyhzoHI32vXca11tVyDCp,{linkLocation:footer},NA,0,0,1,4,2,2,49.89700007,4,4,135,2,NA,2,6,6,Yes,4,3,1,NA,1,1
DpYalbfYgAnOk043gno8Fd9FURylWpm,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,399,1,0,21,2,2,191.7030001,4,4,126,2,NA,2,6,6,Yes,6,3,5,NA,2,1
DPZFxDdZovQ38GsBd4nxrRiKOGMhlt,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,12,1,2,168.8770001,2,2,75,2,NA,2,5,6,Yes,5,7,2,NA,1,0
Drhs4ITz4bH9mlJsOXZBjwcY4fuoI,https://xlarge.rsm.nl/phone-shop/#/products/1,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=Drhs4ITz4bH9mlJs-OXZBjwcY-4fuo-I,{linkLocation:footer},NA,0,0,1,8,1,2,48.4460001,2,2,103,2,NA,2,7,6,Yes,6,7,1,NA,2,0
dSfQEU87SLSbqeiICEryhi9xR5BYq0D,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:7,fullName:Samsung Galaxy A32 5G 64GB Mobile Phone - White,249.99,1,0,7,1,2,114.849,2,2,134,2,NA,2,7,6,Yes,6,4,1,NA,2,1
dSJcEYbozr0Ut44IaaHbym0qJHJwuo,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=dSJcEYbozr0Ut44.IaaHbym0qJH~Jwuo,{linkLocation:footer},NA,0,0,1,35,2,2,271.3619998,4,4,137,2,NA,2,2,6,Yes,2,6,2,NA,1,0
DSp9nnpoNwwUVijhOghLDFOlRlEeyj,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,34,1,2,391.484,2,2,198,2,NA,3,4,6,Yes,3,3,1,NA,2,0
dVqIS2aMeg387i850OTtuaINCb4UrORk,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:3,fullName:Samsung Galaxy A12 64GB Mobile Phone - Black,169.95,1,0,6,1,1,59.24100018,1,1,81,2,NA,2,6,6,Yes,3,4,2,NA,2,0
dwEw8eHSyUoDIFhWTVdk1MPUhUFOKv,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,24,1,1,182.6030002,1,1,104,2,NA,2,6,6,Yes,6,5,2,NA,2,0
e26pumsJddvWwGScXNnOH5NjZprEjq,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,6,1,1,50.63399982,1,2,172,2,NA,2,7,6,Yes,6,6,2,NA,2,1
e2dkVGgWOo8jDzAHevA9XirQT,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/filter,[],NA,0,0,1,19,1,1,298.6259999,1,1,97,2,NA,2,6,6,Yes,5,4,2,NA,2,0
e2O0195WoM7I9q95l9KQcmswd2rhBj,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:7,fullName:Samsung Galaxy A32 5G 64GB Mobile Phone - White,249.99,1,0,8,1,1,169.325,1,1,77,2,NA,2,6,6,Yes,5,7,2,NA,2,0
E3xjnhhSJCPIeEtZbZEhx78zdDHVF,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:8,fullName:Google Pixel 3a XL 64GB Mobile Phone - Black,329,1,0,4,2,2,14.68599987,4,3,73,2,NA,2,6,6,Yes,6,5,4,NA,1,0
e4ZwmaR5ZcWTHS2CI24VsxFOJ4SOwbTL,https://xlarge.rsm.nl/phone-shop/#/,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=e4ZwmaR5ZcWTHS2CI24VsxFOJ4SOwbTL,{linkLocation:footer},NA,0,0,1,18,2,2,117.559,4,4,94,2,NA,2,7,6,Yes,6,7,7,Homemaker,2,0
e7DghkEYsvEiLZSXdjDgCc42OggBW8XZ,https://xlarge.rsm.nl/phone-shop/#/suggestions/social-media,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=e7DghkEYsvEiLZSXdjDgCc42OggBW8XZ,{linkLocation:footer},NA,0,0,1,15,1,1,141.961,1,1,141,1,I didn't understand if it was real money or not and how long to go on the website for.,2,7,6,Yes,6,2,3,NA,2,0
E7GjAHuDt2TFtW8BPJgC8HCjn0ro,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=E7GjAHuDt2T.~FtW8BP_JgC8HCj-n0ro,{linkLocation:footer},NA,0,0,1,28,2,2,194.984,4,4,70,2,NA,2,2,6,Yes,1,5,1,NA,2,0
ebBHZGveJauD9g83Bb7gwBu0DVrQnPt,https://xlarge.rsm.nl/phone-shop/#/comparison,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=ebBHZGveJauD9g83Bb7_gwBu0DVrQnPt,{linkLocation:footer},NA,0,0,1,20,2,2,336.066,4,4,185,2,NA,1,6,6,Yes,6,6,7,Volunteer,1,0
EBWhrjvPwPvDuDVOUXSmSZcP7HmYTk0,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:3,fullName:Samsung Galaxy A12 64GB Mobile Phone - Black,169.95,1,0,11,2,1,65.75300002,3,3,101,2,NA,2,7,6,Yes,7,2,1,NA,1,0
EcdWncCBQFzU8xZHRLsDgqRdB2i7xN,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=EcdWncC-BQFzU8~xZHRLsDgqRdB2i7xN,{linkLocation:footer},NA,0,0,1,4,1,1,99.74000001,1,2,238,2,NA,2,6,6,yes,4,3,4,NA,1,0
EDejvTX0m3GzTy2OyjS8ep06GELby,https://xlarge.rsm.nl/phone-shop/#/,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=ED.e-jvTX0m3GzT_y2OyjS8ep06GELby,{linkLocation:footer},NA,0,0,1,6,1,1,27.50300002,1,1,101,2,NA,2,5,6,Yes,5,6,1,NA,1,0
eF8nUPLT3DAtS4uKZR7mVjKTG73fEv1,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:8,fullName:Google Pixel 3a XL 64GB Mobile Phone - Black,329,1,0,5,1,1,19.24499989,1,1,63,2,NA,2,6,6,Yes,4,7,1,NA,2,0
eFdaUulKgXiKYmbWdDoU0115PXXu7BN,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,399,1,0,5,1,1,67.51100016,1,1,128,2,NA,2,7,6,YES,7,5,1,NA,2,0
EfsVljOpbYlOxObL2VcSAcBVNIpIP,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:7,fullName:Samsung Galaxy A32 5G 64GB Mobile Phone - White,249.99,1,0,10,2,1,66.51900005,3,3,101,2,NA,2,7,6,yes,7,7,1,NA,2,0
eggzCrLtXMk1vsF5GE4534IbHoTlMd,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:1,fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White,319,1,0,7,2,2,47.53399992,4,4,182,2,NA,2,6,6,YES,5,7,1,NA,2,0
eGh5NR09Mq5GJXvgglubPUI9uzVB9KE,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:3,fullName:Samsung Galaxy A12 64GB Mobile Phone - Black,169.95,1,0,31,2,2,229.4890001,4,4,104,2,NA,2,6,6,Yes,6,7,1,NA,2,0
ehhJVdAfoO5wxPu8XjrMuQRt5t6eMbrO,https://xlarge.rsm.nl/phone-shop/#/products/11,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=ehhJVdAfoO5wxPu8XjrMuQRt5t6eMbrO,{linkLocation:footer},NA,0,0,1,11,2,1,78.51199985,3,3,134,2,NA,2,6,6,Yes,6,4,7,Housewife,2,0
EHYy3RmgVmSWqNhhlf2LEcafsd0tQ,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=EHYy3RmgVmSWqNhhl_f2LE~cafsd.0tQ,{linkLocation:footer},NA,0,0,1,16,2,2,106.8000002,4,4,106,2,NA,2,4,6,Yes,4,6,3,NA,1,0
Eiq7azzXQiipY908sNOGTBin5zb3md,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,29,2,1,136.0680001,3,3,123,2,NA,2,6,6,Yes,6,1,1,NA,1,0
EiybieyunV5mCweHmdEaGVkMyoZ33cq,https://xlarge.rsm.nl/phone-shop/#/,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=EiybieyunV5mC~weHmdEaGVkMyoZ33cq,{linkLocation:footer},NA,0,0,1,1,2,2,0,4,3,84,2,NA,2,4,6,Yes,5,5,2,NA,2,0
ekOqFi4USg63OHhSbIdujPGBryVNAmS,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,6,2,2,52.87300014,4,3,127,2,NA,2,4,6,Yes,3,2,1,NA,2,0
EL0yl6df22GczNRwfmN1BRSBFmtdXb,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:10,fullName:Sony Xperia 10 II Mobile Phone - Black,319.95,1,0,14,2,2,78.34599996,4,4,154,2,NA,2,6,6,Yes,5,2,1,NA,1,0
eL2IRcz9qt1sXLVES1faVrTiNN,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,399,1,0,6,1,1,79.35599995,1,2,127,2,NA,2,7,6,Yes,6,7,1,NA,1,0
enb62jPQBOUUC0Tiu5yIgQcVZYUOw,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,6,1,1,48.37700009,1,1,120,2,NA,1,7,6,yes,7,6,1,NA,NA,0
EPTrmXgIm95Gc1XwSzKSaegqI5ZTpS,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=EPTrmXgIm95Gc1X_wSzKSaegqI5ZT~pS,{linkLocation:footer},NA,0,0,1,28,2,2,196.7639999,4,4,104,2,NA,2,4,6,Yes,3,2,1,NA,2,1
eqnS8d1PC2OAjLJOAPqbWmhAa3lXyg,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,9,2,2,94.98100019,4,4,58,2,NA,2,6,6,Yes,4,2,1,NA,1,0
eS0OjuMHESGGERl4XsaSXJoxLeMCRU,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,399,1,0,5,1,1,22.67599988,1,2,61,2,NA,2,6,6,yes,4,5,1,NA,1,0
EUvLeiEzdL6QvPMRbKRZtCAu7w8l,https://xlarge.rsm.nl/phone-shop/#/products/1,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=.EUvLeiEzdL6QvPMRbKRZtCAu7w.8_l_,{linkLocation:footer},NA,0,0,1,11,2,1,77.47600007,3,3,130,2,NA,2,5,6,Yes,4,1,2,NA,1,0
eV6xejKcb24Oq4vQufUuWX5Z9YoNsZ,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:4,fullName:Huawei P30 Lite 128GB Mobile Phone - Black,199.95,1,0,9,1,1,122.45,1,1,81,2,NA,2,6,6,Yes,4,3,7,student,1,0
eVCAiQKZpOACCSFqK5LxeimvCYuQOU,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:4,fullName:Huawei P30 Lite 128GB Mobile Phone - Black,199.95,1,0,20,2,1,121.7809999,3,3,73,2,NA,2,6,6,Yes,3,3,1,NA,2,0
EwzBRY14ijvaKxtulo78syrPYF1MBt,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:1,fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White,319,1,0,14,1,1,275.6000001,1,1,123,2,NA,2,7,6,Yes,6,5,1,NA,2,0
ExnQr0z52j5Yyhky7jKWvDu4zLd,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:10,fullName:Sony Xperia 10 II Mobile Phone - Black,319.95,1,0,12,1,2,95.13000011,2,2,103,2,NA,2,5,6,Yes,4,7,1,NA,2,0
EYFONNNMNSJ7CY3vZp7uOIqcZp68Wy,https://xlarge.rsm.nl/phone-shop/#/,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=EYFONNNMNSJ7CY3vZp7_uOIqcZp~68Wy,{linkLocation:footer},NA,0,0,1,19,2,2,170.9560001,4,4,150,2,NA,2,6,6,Yes,6,7,1,NA,1,0
f3Uw4X2RLeijkiX9p2XUbFQd6JZKhX,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,9,1,1,72.38100004,1,1,132,2,NA,2,2,6,yes,3,5,7,home maker,2,0
f40Xo5WD4pydG0ePjj20BJ8Engy8q,https://xlarge.rsm.nl/phone-shop/#/comparison,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=f40Xo5WD4pyd~G0ePjj20BJ8Eng-y8-q,{linkLocation:footer},NA,0,0,1,17,1,1,147.283,1,1,115,2,NA,2,5,6,Yes,2,7,1,NA,1,0
f8eJPOePIWBCpMR8XnFLQpL5osHZpIQ,https://xlarge.rsm.nl/phone-shop/#/reviews,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=f8eJPOePIWBCp~MR8XnFLQpL5osHZpIQ,{linkLocation:footer},NA,0,0,1,11,1,2,36.39499998,2,2,64,2,NA,2,3,6,Yes,1,2,3,NA,2,0
F8HDkkLDzVl7faWdn2cIjtT6j0MObB,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,8,1,1,101.9279997,1,1,83,2,NA,2,5,6,Yes,5,2,1,NA,1,1
F8Qx9NPn45RalXkJzYr3k2bFFe2M,https://xlarge.rsm.nl/phone-shop/#/comparison,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=F8Qx9NPn4_.5RalXkJzYr3k~2bF.Fe2M,{linkLocation:footer},NA,0,0,1,16,2,2,230.3199999,4,4,90,2,NA,2,5,6,Yes,4,1,1,NA,2,0
Fa4GzK4L0ZKdhnZtVRLDHWaq20FgCiU,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,18,2,2,133.2189999,4,4,121,2,NA,3,6,6,yes,6,6,1,NA,2,0
FaM5I5n0hwAQ2hlZR8iZycKoBNIFPu6a,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:1,fullName:Samsung Galaxy A42 5G 128GB Mobile Phone - White,319,1,0,13,2,1,110.027,3,3,115,2,NA,2,5,6,Yes,3,2,3,NA,1,0
FcM8CxYiv36WwIObJsYHMsLm4YMXxh,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=FcM8CxYiv36Ww-IObJsYHMsLm-4YMXxh,{linkLocation:footer},NA,0,0,1,15,1,2,189.5480001,2,2,257,2,NA,2,6,6,Yes,5,2,3,NA,2,0
fcodXhReKyqpHvx7X1vxFUIMvly9ql,https://xlarge.rsm.nl/phone-shop/#/suggestions,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=-fcodXhReKyqpHvx7X~1vxFUIMvly9ql,{linkLocation:footer},NA,0,0,1,9,1,1,74.20000005,1,1,87,2,NA,2,6,6,Yes,6,7,7,Full time parent,2,0
FdkpKAFyFwYnQVjXGY0hnjRLombA5X,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=FdkpKAFyFwYnQVjXGY0hn_j_RLombA5X,{linkLocation:footer},NA,0,0,1,16,2,1,196.0109999,3,3,121,2,NA,2,2,6,Yes,2,6,1,NA,2,0
fdPM0ImHU4fNqtpcvTjR8o0K5dR4WMr,https://xlarge.rsm.nl/phone-shop/#/products,https://xlarge.rsm.nl/phone-shop/#/products/filter,[],NA,0,0,1,2,2,2,0.005000114,4,3,98,2,NA,2,3,6,Yes,1,5,1,NA,2,0
FDZTNSEafkfmFyHkKJJaGR7ooGY7,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:8,fullName:Google Pixel 3a XL 64GB Mobile Phone - Black,329,1,0,19,2,2,165.7029998,4,4,75,2,NA,2,6,6,Yes,5,5,2,NA,2,0
fepTKLOkQndbAMZOLlfMyxuSaramNwgm,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{}},NA,0,0,0,14,2,1,68.9230001,3,3,114,2,NA,2,3,6,Yes,3,6,1,NA,1,0
fEW3438PW6ZzrO9g6Uqo6REqw8y,https://xlarge.rsm.nl/phone-shop/#/reviews/9,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=fEW34_38~P~W6ZzrO9g_6Uqo6REq_w8y,{linkLocation:footer},NA,0,0,1,26,1,1,1309.188,1,1,96,2,NA,2,6,6,Yes,5,1,4,NA,1,0
FGg9NYNCZzBdPdPJJNaXHELgdIqjVL,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:11,fullName:iPhone SE 64GB Mobile Phone - Black,399,1,0,45,1,2,583.9460001,2,2,92,2,NA,2,3,6,Yes,3,5,3,NA,2,0
FH23GFunPAeFuAEjdZuHkiLKaPP6DP,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:15,fullName:OPPO Reno4 Z 128GB 5G Mobile Phone - White,249.95,1,0,8,2,1,56.86299992,3,3,117,2,NA,1,7,6,Yes,7,1,1,NA,1,0
fHSk4jY6dloFIBO4fQ2akxk47oE0z4Nh,https://xlarge.rsm.nl/phone-shop/#/products,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=fHSk4jY6dloFIBO4fQ2akxk47oE0z4Nh,{linkLocation:footer},NA,0,0,1,9,1,1,91.94700027,1,1,70,2,NA,2,6,6,Yes,5,1,1,NA,2,0
fiCXuNY2UvL0bvSEmNGrqS28hY6EI,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:7,fullName:Samsung Galaxy A32 5G 64GB Mobile Phone - White,249.99,1,0,6,2,2,165.79,4,3,100,2,NA,2,6,6,yes,4,6,1,NA,1,0
fIJDDZ7fwnXhoB7JQWkPBBEHafgPIBt,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:3,fullName:Samsung Galaxy A12 64GB Mobile Phone - Black,169.95,1,0,29,2,2,112.227,4,4,91,2,NA,2,6,6,Yes,6,5,1,NA,2,0
FIMNB6NVoNgi2nL4DQiL498XW3o2eyB,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:15,fullName:OPPO Reno4 Z 128GB 5G Mobile Phone - White,249.95,1,0,3,2,2,47.45000005,4,3,113,2,NA,2,7,6,Yes,6,7,1,NA,2,0
fjVKtCubxDCv8PTlIotbJz8WnrsYE,https://xlarge.rsm.nl/phone-shop/#/check-out,https://xlarge.rsm.nl/phone-shop/#/finished-checking-out,{trolley:{id:8,fullName:Google Pixel 3a XL 64GB Mobile Phone - Black,329,1,0,17,1,1,49.96300006,1,1,209,2,NA,1,3,6,Yes,3,5,1,NA,1,0
Fl3DLcbDtwfZ0lQ6pA2iEQdq0tj19V,https://xlarge.rsm.nl/phone-shop/#/trolley,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3kDghNxYERnfJ7D?storeid=Fl3DLcbDtwfZ0l_Q6pA2iEQdq0tj.19V,{linkLocation:footer},NA,0,0,1,6,2,2,62.45499992,4,3,148,2,NA,2,3,6,Yes,5,6,2,NA,1,0
