survey_time_spent,survey_user_id,bonus_unclear,bonus_unclear_open,bcq_bonus_received,web_satisf,att_check,att_check_6_TEXT,web_recommend,lk_buy_cellphone,employment_status,employment_status_7_TEXT,gender,Mobile
77,jLq_GSFkvKiFq9PQE-YQHAJ1kQr1iji-,2,,2,6,6,Yes,5,2,1,,2,0
72,xdfmswrzQo6MDqqEGoZkNb5m7D_Bua8m,2,,2,6,6,yes,5,4,1,,2,0
55,hYkXhzWsf-5GSn_CydDiar3cN-nFw7sF,2,,2,6,6,yes,5,5,1,,2,0
65,FpfUW2EhTmE3kwl..Y77j9.CN_SRWhse,2,,2,3,6,yes,3,7,3,,2,0
69,sFroWTs4U0yW.NCE1aW1F63dTXqTpUgq,2,,2,7,6,Yes,6,5,1,,1,0
67,7q59beeZbphQZAl0GsEmul84w31FCxj1,2,,2,6,6,Yes,6,2,1,,2,0
85,SUtUbh~gSX6P56e3RC9v4EjBgl5nbhpe,2,,3,6,6,yes,6,4,1,,2,0
102,XIiV7Gh00s~CjEYBkuNGG_PZpixV-MTA,2,,2,4,6,Yes,4,1,7,,1,0
69,jhWdvMFxZ~bjTRx-II_T9lx1mD39Gbyq,2,,2,6,6,Yes,5,5,1,,2,0
77,0l-gRpaEOK00lT_AI~ZZ_lsADxIGKdWW,2,,1,5,6,Yes,5,6,7,SAHM,2,0
52,Q1bpQfV-z03N2AJkThdsK3cx5LZaZxI4,2,,2,6,6,Yes,4,2,3,,1,0
63,LK6lTdKVZ1EaPDawF.JuY_dg6CEk1M48,2,,2,3,6,Yes,3,1,3,,2,0
90,uZ9T8awuDAgqL8C6vxp3tkzndSm~cGMy,2,,2,7,6,Yes,5,5,3,,2,0
69,uFwgfKsNdaIek5AVNxbOH9fjh6ddtkrb,2,,2,3,6,Yes,2,7,3,,1,0
78,TkPkhqghmBt-5t-pS6Ij5nlQhZtfTXZt,2,,2,6,6,Yes,6,5,1,,1,0
51,.ysFgpa4mLqh5OHwLTaHUGMFGrnbTvZu,2,,2,6,6,Yes,5,2,1,,1,0
63,wdB9Scgt~vYmDyauZw_1wimAv1jwbXDu,1,nothing,2,6,6,yes,6,6,1,,1,0
66,UhLPQ374JdTwfTtSVhJ9THkzU_WpbbnM,2,,2,5,6,yes,4,2,1,,1,0
63,ngdLDcWSECm6kVyGZF-Xj2iWMMnyjF~y,2,,2,6,6,Yes,5,3,1,,2,0
73,RGui_rBFfnah.YHR06mCTcrZjWKYn3EQ,2,,2,3,6,yes,3,2,3,,2,0
93,VbXcMbh8xVmUWD_aSsosP20LU9X2Z29h,2,,2,5,6,yes,4,3,5,,1,0
67,g7-6GK622HmcHd~Eyo.WA3AY6-TXaHI1,2,,2,6,6,yes,7,6,3,,1,0
82,N1_gGeiaI6l765UwpfQv10ukf5Lw4wqR,2,,2,6,6,Yes,6,5,1,,2,0
76,YSTjMgLfHJQnozO~Nxp8SN53NR2v0mYW,2,,2,6,6,Yes,3,3,1,,2,0
98,z-uROJRk05l0lkUnqX1AM3FbRN9NO6UW,2,,2,3,6,Yes,2,3,1,,2,0
98,BKih0oRmo4T9HaVn9EWQ_65rGD4vce2N,2,,2,6,6,Yes,5,5,1,,2,0
88,o_xjXFRZriJTFH~RD_hw1qSl9J5ngXpA,2,,2,4,6,yes,4,5,1,,2,1
77,3z.cpOprJN.Nfy-~h1zupq0ZX.GpsCF5,2,,2,6,6,Yes,5,2,7,Housewife,2,0
66,DzEXHx3zb6V2QIKLdYiceqKZqSFGHumo,2,,2,7,6,yes,6,5,1,,1,0
55,iAjnds1YaQuBLIQe8HT53AiJcRgWXWr1,2,,2,7,6,yes,7,1,3,,2,0
87,YM8d1xG34LXGkg9IGvd65xM5EZpQI14X,2,,2,3,6,Yes,2,1,4,,2,0
74,3g0GvKuk7fjufhy7oge1r.kNLXqOn9kX,2,,2,7,6,Yes,7,7,1,,1,0
70,mmZ4QqSk6~riNZC3OR4B1x-nFVJ1sSG6,2,,2,5,6,Yes,5,4,3,,1,0
100,'-X81sUpU~HlyAwURZu-nfxz89BWiiS1o,2,,3,6,6,Yes,4,5,1,,1,0
100,kh.3FBIyoZRS02ib29Kjk.20WLwGE4H7,2,,2,7,6,Yes,6,3,3,,1,0
122,xgOaAYKy2OK_MjHg5Le7eYW~mgzRodh8,1,Nothing ,2,5,6,Yes ,5,2,1,,2,1
78,RHwcEZ7j68vTBoa20yIUUlZ9P5F5tWGA,2,,2,7,6,Yes,7,5,4,,2,0
82,YMeAUYK3xK7kxyul1Pl~8AhR9FbQtpAh,2,,2,7,6,Yes,7,5,3,,2,1
99,c4Pjls_B3X662Le1q3V0t.a~IOwzDa7I,2,,3,5,6,Yes,3,3,7,Homemaker,2,0
115,hJ9XamlxQ.YAygAuUt.qFRvV77k0TTig,2,,2,6,6,yes,6,5,1,,2,1
78,qZrojcPFgE-yV7SD0Dw0Fyetw57kDm9_,2,,2,7,6,Yes,7,6,1,,2,1
103,WdaOYBC.Nj~AmKoGGln.W4dG9ioYvuCG,2,,2,6,6,yes,6,3,1,,1,0
116,gJ5RdC6wWZeU.SFdgREpJLKGGRxLDkYu,2,,2,6,6,Yes,5,5,1,,2,0
116,WpYII7LF5QQ8t-JT.XeI5hZ8~ILa7nJx,2,,3,2,6,yes,3,2,1,,1,0
87,H7FFB~m2~yYazj5wSXP2_3qotfvO9Hv4,2,,2,1,6,Yes,6,3,1,,2,1
84,I~IMVmA_hMFW1SrCgaiJS0tHGiaJCkzX,2,,2,5,6,Yes,5,2,1,,2,0
78,b0Vfw1g3aeT.0eUDy3dxIwYr.rYdrYwD,2,,2,3,6,Yes,2,4,2,,2,0
99,~spPAyRg9MNxbXmNuaRUEPLY7pNRnemD,2,,2,5,6,Yes,4,4,1,,1,0
89,RvGp_JD80XGO8Q6KT1yV9gzUnZue6MpB,2,,2,4,6,YES,4,1,1,,2,0
222,jYQ2~Txm4EzlZwpIarjydhjm~SVyNAkl,2,,2,5,6,Yes,2,6,1,,1,0
88,CXiVDbAO5IAdXB.JkNai4subiab_.89B,2,,2,6,6,Yes,6,7,1,,2,0
115,LPHWQkfXDR1m8sLQTgsizI.6msTXHGdW,2,,2,5,6,Yes,5,3,3,,2,0
90,Teq.kAlXthrzGCKAS67C4Wsliws4s4.y,2,,2,3,6,Yes,2,5,3,,1,0
101,umfxn2xcqRkgYzhMzK_rE9K9K.pT~kWG,2,,2,6,6,Yes,1,7,1,,1,0
146,MYdC8H0gd4uTPHhRI.3CH6DgZzjLAlqi,2,,2,6,6,Yes,6,6,1,,1,0
117,ayvMcynnWdgR0p8IbnU4r34ns14yem.q,2,,2,6,6,Yes,2,5,3,,2,0
131,lIE_Vku1Q7lz~pdy4ZPgMrxwq8puXx77,2,,2,6,6,yes,6,3,7,stay home mum,2,0
79,d84ncG3TM22wCGatBEvjnUNcpxcv1gQ_,2,,2,4,6,Yes,4,7,1,,1,0
102,uOej7hY49W12nao4cUno~TdftcoLyLoe,2,,2,5,6,Yes,2,1,1,,2,1
77,Bj5FpRz0nUQkEP_nw6oxSgTKs987gy.1,2,,2,5,6,Yes,4,2,1,,2,0
70,sDUFA9~rj7Fw-FcpfTgs.JVbhK0siQ84,2,,2,6,6,Yes,6,7,2,,2,0
87,0gXWHLg0UyjI1IuNVLOi2j924BrVbogi,2,,2,7,6,Yes,7,5,7,,2,0
110,sMXXi2yTi3hzo-Yqa8Dzfjemir00oV_L,2,,2,7,6,Yes,7,6,5,,1,0
99,GK4Y9c4zblyYQRbpOhgP_5Kmfha2f1.3,2,,2,3,6,Yes,3,5,1,,1,1
98,pqLPAexNYNmsjlHbWVqy.lAxXYkZa-y1,2,,2,6,6,Yes,3,5,3,,2,0
99,IUpofkNrmtuIHlDgaVzUwrvpXOD~yKB2,2,,2,5,6,Yes,5,6,1,,2,0
128,AlRcRTzikPAIo1MtDSoqC3qHbeUV8tpK,2,,2,7,6,Yes,6,1,4,,2,1
156,l-HmFZ-ngc_pU_oLjCySAE_H4UEJjBZW,2,,2,7,6,yes,6,4,1,,2,0
104,fZdShBbXAV6.8QjWERiaXBFno8Klv0eG,2,,2,6,6,Yes,6,6,1,,1,0
99,8c0pQtvGV~8RL4OPlSomnzvY8~nAe2ih,2,,2,6,6,Yes,6,5,1,,2,0
94,UNaRmJNWqGMDB50BnV6NAK0hPMCB0IwW,2,,2,5,6,YES,5,6,1,,2,1
105,lMzcq7L6Zc9jRFMRDbK0BUg3rfX4a6ab,2,,2,7,6,Yes,6,6,4,,2,1
125,1aFMRhod4FkCI1eekzbH0~VTTiNkBOtS,2,,2,7,6,yes,6,3,1,,2,0
162,JI7TOD.9asF9QtD~raDdyKSu2A-PWttx,2,,2,6,6,Yes,5,6,1,,2,0
172,xEAl8000mmarqemHB5Vz5e33o49E52Qw,2,,1,7,6,Yes ,7,5,1,,2,1
132,2lS.-Oi-HtEIxFPUMmI7cE2_knlN-sY6,2,,2,5,6,Yes,5,5,1,,2,0
100,hzQgC-qt7_Qi-bqf8kTwfe6bs_5tqfd8,2,,2,3,6,Yes,3,6,1,,2,0
142,5ycGPeKblKoYJgQGes1U9IT7a4HcQLfj,2,,2,6,6,Yes,6,3,1,,1,0
109,_~2~IWbSMZUbURndULHJPIqOcsciPBrY,2,,2,6,6,Yes,5,5,1,,1,0
114,aXuDtdBcON2aRLJH0ddaZgbjw1~PEecd,2,,2,6,6,Yes,6,2,3,,2,0
94,5YO0LJfozZOb89u1~wFHAMl5odX8YUBl,2,,2,6,6,yes,2,6,3,,1,0
96,LEzXWo923GLdMBP9TMdLmSDw7~KXxvT9,2,,2,5,6,Yes,4,2,4,,3,0
89,hHqQ81Pm5UF_-_aU7yqmHHlootiZskc1,1,nothing,2,3,6,yes,4,3,5,,2,0
99,T_BLknFtUw3ZfOm2lCS.i1wWP9svv9lp,2,,2,4,6,Yes,3,5,1,,1,0
111,yiBYq1PmNgF624F75XjkY4.pCu9bxokd,2,,2,6,6,Yes,6,7,2,,1,0
99,w1azNutZZbvOI2~tS84.FeUOUXr9LGLh,2,,2,6,6,Yes,6,7,1,,2,0
135,Jp.QonixF-mOFYOzgC92Cs~W8G-lcaKk,2,,2,5,6,Yes,5,3,3,,2,0
95,Qo~Oc.kiJMm1Jt_rK9CaciTIMvqGOdL2,2,,2,3,6,Yes,3,5,1,,1,0
69,jCN93eRbKmwH6O-lXb6fJ1YMAQ1A3.XV,2,,2,7,4,,7,6,4,,2,0
70,twD93mWlfbyY2Ebz2pWkX.uTy_dvTWGW,2,,2,6,6,yes,6,6,1,,2,0
109,vB~tIwAoBCnVliJ5Kxd7JjCDnoFwwYKk,2,,2,4,6,Yes,3,1,4,,1,1
75,bXftgujncBaKxVZOU1Lnoa8E~fjl36dO,2,,2,6,6,Yes,5,6,3,,1,0
136,0znLAkXesq0PvZ1sjK3ficGsAPEZUnck,2,,2,4,6,Yes,4,2,1,,1,0
67,mU9hVOB7w9Hr-Is5.BJK_xLDa0HmAo.J,2,,2,6,6,Yes,6,3,1,,2,0
93,~IgrJlBGdyRr4vET-bE0b0O7sohYC85k,2,,2,3,6,Yes,2,1,3,,1,0
83,OhBI9EK.fYphp1OzZ7ylXswRgFjElQwZ,2,,2,6,6,yes,5,5,8,,1,0
178,er~a8J4okzScFSlCqwCQBfNDe5mu4mSs,2,,2,6,6,Yes,3,5,1,,2,0
131,LXMJrgicN4yB~yg-3GbamI9fIS6vmi-2,2,,2,5,6,Yes,4,1,1,,2,0
110,gfzrAhxHdNRn2nNfe7_r_IY7ATSANlbw,2,,2,6,6,Yes,5,2,1,,1,0
83,xmPY2MvWyLM7sj~dQcsXAv25F873mNxz,2,,2,6,6,Yes,5,7,1,,2,0
77,CvpJqM7V79.B7xp.o6_SYTMWId721CaQ,2,,2,6,6,yes,5,6,7,housewife,2,0
90,J_b-ALANC6nKLQX2efSc61Kh_yh.tC~2,2,,2,5,6,Yes,4,5,1,,2,0
95,q55DVC_LN_nJhDFsr5egCVsslUSbPdoK,2,,2,5,6,Yes,2,3,1,,2,0
100,a0Tlj23mZK3x_Oi0pw72WNyByt7Vq8-B,2,,2,6,6,Yes,5,2,1,,2,0
169,BlW5bSg4zSGF-VGxa79bVHtjpJKb9ibQ,2,,2,6,6,Yes,5,6,4,,1,0
85,HiuUogGaCNnW_AgjcLLC2FCBmSZ93DbM,2,,2,3,6,yes,1,2,1,,2,0
94,JJI334V46QNHMJX4nuelEqAoUCDDq9~y,2,,2,6,6,Yes,4,2,5,,2,0
152,Fv.ZE4wGM49suvEQq4p.rrZlojk894PJ,2,,2,2,6,yes,2,6,7,housewife,2,1
152,8JYN02~RhgP9vykkVuZ7NKzPMeQJnnwa,1,the details about getting phone and money or money were slightly at odds with the tasks of purchasing a phone,2,5,6,Yes,5,6,5,,1,0
88,5OzXu0ADd6ljWuB~UO3_YtzoUwL189Iq,2,,2,6,6,Yes,6,6,1,,2,1
111,Oku3OxGsA1wRaXNMCji4c6qPPc~IYU5M,2,,2,6,6,Yes,6,3,1,,2,0
107,qzPN~0TWzJUyjrqY_9isvACW0.6oRKUT,2,,2,6,6,Yes,5,1,1,,2,0
87,3qzWP_f4_1Do6KCGLe_n0vkkWAX1_ZKX,2,,1,5,6,Yes,5,2,7,Housewife,2,0
98,KFqg_8FDq8AL596q7qfcOT.0pD_n-Kd5,2,,2,6,6,Yes,5,3,5,,1,0
123,OT76NVSYGTJn1OdjYlvGnYjg0rwa7Ogx,2,,2,4,6,Yes,5,2,3,,2,0
80,'-Apk5AlmFkDyuia-2Ue00l.Chaumxwlb,2,,2,6,6,Yes,4,5,1,,1,0
126,WmKhWt6ntJfS~D5liZyPYe6_E7IZsgw_,2,,2,6,6,Yes,6,2,1,,2,1
102,nMJFB5kRNyJOr4A1feGhV1Zuwa.APP-D,2,,2,6,6,Yes,6,7,4,,1,0
296,fvi689zAIHHyRq9KDswYTC~Mqr5pOxbX,2,,3,2,6,Yes,5,2,1,,1,0
179,MxeUQ.50O9TUSfmrtEcp~728UgCdkFd_,2,,2,6,6,Yes,5,5,1,,2,0
80,H3SQ3kui~EhwBwyxO7TiDG83Na8R5qXz,2,,2,6,6,Yes,6,6,1,,2,1
60,uBZlVH9VSnm9pG52Tbd6GWI9BXlelDfd,2,,2,6,6,Yes,6,5,3,,1,0
210,VovDreU_W8xWzCw.WEHkcrd8.yr26Ex-,2,,2,5,6,Yes,4,2,7,Recently made redundant - currently taking a year off work,1,0
119,p4Uv6il4oVdXkl8TnLdO1jraU7z3~cU2,2,,2,5,6,Yes,3,5,1,,2,0
119,wDap.eEYg_.eNEGrrRIKVDgnzDSeMMQA,2,,2,6,6,Yes,6,5,1,,2,1
120,LaNm7T~qwvixJN3q~VoIMiDSpwdiBeSc,2,,2,7,6,Yes,7,3,1,,1,0
126,3U-k_s~u33HSVMEIlwUxX4qRvulg~E6c,2,,2,7,6,Yes,4,5,4,,1,0
95,rbwWTVUXsxVV7.6a4NQuU6foUou-gKnY,2,,2,6,6,Yes,6,2,4,,2,0
115,hMrcTc7MBH7AQiL1spRb8OXlvqVDOPqr,2,,2,3,6,Yes,2,4,1,,1,0
142,hfakeQV8AT4v07IFJaw35i~T7xc6caKP,2,,2,6,6,Yes,6,7,2,,2,1
191,TSpv9pdwCfF.yN48A6qEAHw0J.dHOE1L,2,,2,7,6,Yes,6,5,1,,2,1
79,DPl7s7h3JueAWdz26we53seGFy47sWA0,2,,2,6,6,Yes,6,6,1,,1,1
91,pT~rgEjdRkL.ZAkPM2_rPpKnMPr-DU7u,2,,2,5,6,Yes,6,3,1,,1,0
120,BHMiJlYvaMUAx18P6GqnPCNV0ucaMIvm,2,,2,6,6,Yes,1,5,3,,1,0
103,PQsECZW2Sa~qD8QhnvjFViim9Qo1Xr1G,2,,2,6,6,Yes,6,7,1,,2,0
96,6yUPGkLh2pu6.vhurzMK3gGgXyqfyNxs,2,,2,5,6,yes,5,6,1,,1,0
246,vE1XwIuF-YJsNEYPjYcqPc-q82hdDSme,2,,2,5,6,Yes,3,5,1,,1,0
161,jr.jugVbOmm3PehOVdwA12htWg4bX.wy,2,,2,6,6,Yes,4,6,1,,1,0
157,BK4y9I3P6RjMLZi6tp09288IIKH050J~,2,,2,6,6,Yes,6,5,1,,1,0
183,fjITddx4N.OPx3.YtFL_OC_b5Nha-zN1,2,,2,7,6,Yes,6,3,1,,2,0
97,j2qqLnG7SeGT6WrZ.r~sqefc8.Wz0A_.,2,,2,6,6,Yes,5,5,3,,1,0
139,y12RcyWH-cDOgdU3McUS1ejbPzuAx0rg,2,,2,4,6,Yes,3,3,1,,3,0
107,p3oq8dtOcWehZu0936snjHHy0V9lcKI9,2,,2,2,6,Yes,2,3,1,,2,0
97,05esDPU0p1Fta4mlvO2SW3A3asbPrzRJ,2,,2,5,6,Yes,3,2,1,,2,0
208,6glkqSDbC2CWgZWU6JLV5xKRmWWGXIu5,2,,2,5,6,Yes,4,6,1,,1,0
124,fvXx-vPuZcwoUJXBgudBnbT5eoVGPPEs,2,,2,7,6,Yes,6,6,5,,2,0
91,rDSfjaQYihQ7cXyEaPfWKEJMF~L2IlFg,2,,2,6,6,Yes,5,6,1,,2,0
111,UN9M5wSHGIEA~W7m9u81SlFa~YmJ1MRH,2,,2,5,6,Yes,3,3,3,,2,0
125,gjQaJ1PZYIJcwKJpQcRxAZ3Nrs~U.Y_1,2,,2,6,6,Yes,4,3,3,,1,0
325,CvvzfYLIIq1c8bF.qEEmIjK1W3Pu9Z-J,2,,2,4,6,Yes,4,2,1,,2,0
83,W7sd9rHJQz3Jx_eRJjcLPe3dA1Qo4cJb,2,,2,5,6,Yes,5,2,1,,3,0
98,nXI6jK4u8XY_fweim5sOtB5uGkD6~xV0,2,,2,3,6,Yes,3,1,1,,2,0
80,wdbRWfLvUZn.OF_KUX6EA3z-YqkmfSIE,2,,2,6,6,yes,3,7,1,,2,0
160,G..3zUZh5BNreX~mu5EYUpzrWTxq_mph,2,,2,5,6,yes,4,2,5,,2,0
126,PfCbdAQf76PpO3ATob6ax18x_GTBHVjH,2,,1,3,6,yes,3,5,3,,2,0
104,GNyFp1.vmRYAhG7KQKJHJJmRsTlAYGWn,2,,2,6,6,Yes,5,3,1,,1,0
229,yCKjp1ZrkJz28jfQUXEG6kn~T3Gnex2k,2,,3,4,6,Yes,4,1,5,,2,1
63,S1G3kUtt-ZtdJZ9sLuaH-Quo_BT-VOTH,2,,2,6,6,Yes,5,5,1,,2,0
109,2fiAHlcVp0XleW_aoh-pa6tq9PiOs75p,2,,2,5,6,Yes,5,3,4,,2,0
155,PQB1d3J7izdQyHSImOj.sDaakci0FVsg,2,,2,7,6,yes,2,3,3,,2,0
127,zp4w2GJpO9QLGEqOQS5qfAS1huM_t3~5,2,,2,5,6,Yes,4,2,1,,1,0
122,79~sHuHkrf76MNBGQyi_DYj9SA18~6zB,2,,2,3,6,Yes,2,2,7,Drafting a novel,2,0
120,8X4jwSivZ5T7pvK752y4b9HNGBIhJD3a,2,,2,5,6,Yes,5,6,1,,2,0
160,jKHJ0PDav4FlzPMfHNLLQ72qZJQ4q8cT,2,,2,5,6,Yes,6,6,4,,2,0
121,GIXK~cV8nbsP02B_Gx8aKx9wT6bIE-Fn,2,,2,3,6,Yes,2,2,4,,1,0
185,6AWOaM8QBDUTwvR4Q8uME18pEOtdj5qj,1,I was unsure without rereading the instructions whether the bonus was just the phone or a monetary value too.,2,4,6,YES,4,1,5,,2,0
229,6b3pW8aGdVMiek9S9YJoseU5ltzoQzPr,2,,2,5,6,Yes,2,3,4,,1,0
108,R-2oadNyvVa2hkQWVje7FpZJALTysFQk,2,,2,4,6,Yes,3,1,1,,2,1
169,5mElAPOjSlmq~dbXqLn4uEbuI0ib_DfT,2,,2,3,6,Yes,3,5,1,,1,0
81,wIOg9o5w~mPg6BZPQEvcnvDcrIWesXVr,2,,2,6,6,yes,5,6,2,,1,0
206,xrTFVLxSTsdA~DC48_B91a7RYtGSXD1d,2,,2,5,6,yes,3,6,1,,2,0
159,brN~ldL_ohCVpzAS.tOExfbRnNyhSV1p,2,,2,6,6,Yes,2,5,4,,1,0
152,u2kW8TM6q_uYJ4~CUFpI8TU7fHxWaIWL,2,,2,6,6,Yes,5,6,1,,1,0
134,x9j9HbERJkE-KTEKQaYZzjkY6Vp-tKai,2,,2,7,6,Yes,7,7,1,,1,0
84,mcEtBEh2FCjYIz5cHdbvOSs_6EzQgtKx,2,,2,4,6,Yes,2,3,1,,1,0
74,46sTHdF3dpK71-BQBhrsQUua89umPNSM,2,,2,6,6,Yes,6,4,3,,2,0
99,hZjRRnVlb9~PcAS02c.YsfDnNNq.opHR,2,,2,4,6,Yes,4,3,7,Disabled,2,0
93,Jq_2HQ1vWJszn2Ae5.uahqhmHGWRtD5b,2,,2,5,6,Yes,3,3,1,,1,0
84,IaQKZpwUuM26sK9o8wl2~VLhGtOkMDe9,2,,2,5,6,yes,4,3,1,,2,0
289,tBMtJc0y8a8hW9Kun-.jHE~1GPoUSGnt,2,,2,6,6,Yes,5,6,7,Homemaker,2,0
247,ATgUQHN2NelTn63DK~Ic5FYccBxwfzMX,2,,2,6,6,Yes,6,4,4,,2,0
78,K3pKcJdd87XqwVSxUVQ5d375byv7fDHb,2,,2,5,6,Yes,2,2,3,,2,0
66,8bsJ~rFsO3kYnSbcW4tj9-P_mkKqQbW7,2,,2,6,6,Yes,6,1,1,,2,0
137,5S6SWPgv66n3hBBhy~LSAW4dbjhYVO7W,2,,2,6,6,Yes,6,1,4,,2,0
177,gnex2YaYJE.xDCWPg.1r3r-tiFCOSfPy,1,nothing,2,4,6,yes,5,1,4,,2,0
128,MoFoS-EEGX.HSU3kFZsURmP93mBxnNJd,2,,2,6,6,Yes,5,2,3,,2,0
111,8X0zmcJ~XNEK5ehiqVyYjr6ZNLWNpHkx,2,,2,6,6,Yes,5,5,1,,2,0
204,LdvL_Mu6Z6m0YMisSOdZ~HE5vKOtRDJw,2,,2,6,6,Yes,6,7,1,,2,0
170,ebCRViK9WD8SlBzSaWWCNu-YQmbt9H9v,2,,2,5,6,Yes,2,1,3,,1,0
611,lfSzeZK5AN7dP8nIVe9.7MmZGPOr78zi,2,,2,6,6,Yes,6,4,4,,1,0
175,VIHND0Z5fxYPP8vRCbUpOga-qA79rDyZ,2,,2,7,6,yes,7,6,1,,1,0
164,Ru0jOL5DkI5Tdb58UVO_QkiVMvTnuVJ6,2,,2,6,6,Yes,4,5,7,Homeparent,2,0
258,43kVts3zzYFKJXGv4EMX~dffCv.yKvR4,1,Before I went shopping I wasn't sure  if I had to try and look for a phone worth 450,2,6,6,Yes,7,5,2,,2,0
153,3PE-Yprf7eT_IbqqTCjSXf3YxXS7AnZ-,2,,2,5,6,Yes,2,5,3,,2,0
240,EDBe-2OOTs_DUobAcJC5igO_~Cc1CcDS,2,,2,5,6,Yes,3,5,1,,2,0
141,0r-md7o6fxff528df-9K8sPo8VJXu_n2,2,,2,6,6,Yes,4,3,3,,2,1
151,dqFMysohgODygeuNeh7GtOxie9LNdT7_,2,,3,6,6,Yes,6,4,1,,1,1
280,K6GDtHlzshCsicKsmbqOcKi23fQkeBmF,2,,2,6,6,Yes,4,3,4,,2,0
100,YR0KqW3TmP1kPjW9hNHlSs7vxg5N7Dqg,2,,2,6,6,yes,5,6,1,,2,0
70,Vmbtfu4qIYPXhNp13uYQFmDOxpsx2eMq,2,,1,7,6,Yes,6,2,3,,2,0
74,ze5dhe-PJ1nKdb6_01L0O3bg9QBy2t2k,2,,2,7,6,Yes,6,4,1,,2,0
95,wC6K1AZ4plbSozEXI6mEK2Sz~eDc1qCw,2,,2,5,6,Yes,5,3,1,,2,0
78,jYQvmYzCM5S~qqDUiMpFxb2lo5Z7pbVz,2,,2,7,6,Yes,7,6,1,,2,1
105,OM3ltaudnobFzWWgUzjxT9sZlqObHAXH,2,,2,7,6,Yes,4,5,1,,1,1
81,aq36XwIE6H5LAzPdJ-QnyNZmVzX00RRk,2,,2,5,6,Yes,5,2,3,,2,0
76,NUAhyfLsc9eB4GnYzpxbsm.d1ht4A.Yq,2,,2,4,6,Yes,5,5,1,,2,1
92,3_74RSAQImcA2Ien4T16lA2YkzFM-XRI,2,,2,6,6,Yes,5,7,1,,2,1
59,ST4_I.LCWKvsy973cf_-7ywzEmvvVjZg,2,,2,5,6,Yes,3,3,1,,1,0
71,~2izkuyLkaRPW8kW20I61sA3PeDfw28r,2,,2,6,6,Yes,5,1,1,,2,0
85,Q2X.Og7EQ_pANXgjQ8OGsv5mqmfwia7Q,2,,2,5,6,Yes,3,2,1,,1,0
60,M~.29-iyXo4Pwdz-0ugv54n3YNfxeiP_,2,,2,6,6,Yes,4,3,7,,2,0
69,YKrNGdB9v0Bz.g~4aTX3n0hm7KbwPzmI,2,,2,6,6,Yes,4,3,2,,2,0
78,225J7f33K8ajaJMxQk-PnRQWvjnwgEoZ,2,,2,5,6,yes,3,5,1,,1,0
116,bGiwjbuRdvZMzgYKjdD8jpa_cT1wbxhK,2,,2,5,6,Yes,5,2,3,,2,0
140,NPdcgXkyinw4QsP2BP83S.Km8xI57SE9,2,,2,4,6,Yes,4,7,1,,1,0
87,5YOcRg7ByggZ-pFzZoet1O82TL04pMfP,2,,2,5,6,Yes,3,7,1,,2,0
250,2C.TmDjK~HZ_DCLXexz51u2bplPxt3N0,2,,2,5,6,Yes,5,6,5,,1,0
79,a5QyAOYkRbR22y9AjbXvBtwhuBD4efux,2,,2,5,6,Yes,5,3,3,,1,0
95,EkapUXxbO898umD2dYky-ypERwdkFVIm,2,,2,3,6,Yes,2,2,1,,2,1
89,g7mn.5RRoaO7Oaf3S1v4n5mHYb9ki.T9,2,,2,3,6,Yes,2,4,2,,2,1
110,gS5JCFAJIuDMnBjn5_KjtafL-uxoS2c5,2,,2,4,6,Yes,6,5,1,,1,0
140,Zb9QvmGLemhzo~7rx4ydpGBSRVJA8bxX,2,,2,5,6,Yes,5,6,3,,2,0
75,ZLjxx8goWt6PH~UuLwyLEB9H7gnVGEcC,2,,2,6,6,Yes,5,5,1,,2,0
87,HKZG~vO7H_huII7s.bYvt60MvBTeGaNy,2,,2,6,6,yes,5,1,3,,2,0
104,XG20D6sNuY-iMIoJEwWHySu0Y47YWoF5,2,,2,3,6,Yes,1,2,1,,1,0
156,4b~OtSCp~V6bycyjh10IxBVAB6s5-3n3,2,,2,6,6,Yes,5,2,3,,2,0
88,xwi0s5Z_RWYP3rBclTnyeqEkHug2Ck3n,2,,2,4,6,yes,1,1,1,,2,0
128,R4T20.B4eF_XWUV_2H9cgxe7CP3Fl-bi,2,,2,6,6,Yes,6,5,7,Homemaker and carer,2,0
105,aL21xy_CTXgRD0MGGnZi1kMSOLAmnfa-,2,,2,6,6,YES,6,3,1,,2,0
75,A6A42M3yh_tn00L13rw44cPZc4QJ5dmQ,2,,2,6,6,Yes,6,3,1,,2,0
184,n6FNASJ8r0FQsyz.RkmCwalGvjI8h3hg,2,,2,5,6,Yes,3,1,1,,2,0
162,fiPptHZ~J6SMa0oWnJM.O0Q8g1W78B92,2,,2,6,6,Yes,5,5,1,,1,0
123,qLl8cVSHjsjXaa3N99_c0CSD5.VpIuK6,2,,2,6,6,Yes,5,5,3,,1,0
92,2ud~yfy91HQu6229bShx9JBm~.i9G0gT,2,,2,6,6,Yes,5,2,1,,1,0
122,nslyOKsK0q0GIJYf3kS2wz~E6bRdkK~9,2,,2,3,6,Yes,3,6,3,,1,0
108,~A8-FAl3upHmADZZ.lGAt-0msS4jommu,2,,2,6,6,Yes,6,5,3,,2,0
157,W0KEqgpEDRSexHy2ILnFH9AD5j8eFo2R,2,,2,6,6,Yes,6,7,2,,1,0
141,TNoMSiTnRwPVY3AZFxi~OJLxLZCm1A0y,2,,2,5,6,Yes,4,1,7,Off sick,2,0
