,page_id,link_id,URL,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c31,c32 
152,6,"6,9",https://rsm.embark.com,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
153,6,"6,1",https://www.youtube.com/watch?v=GY-XsrW8gp8,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
154,6,"6,11","https://www.google.com/maps/@51.9162426,4.5231574,0a,38.1y,-130.49h,98.51t/data=!3m4!1e1!3m2!1suJX9wUvjvUHfkKx7Eaiwnw!2e0?source=apiv3",0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
155,6,"6,12","https://www.google.com/maps/@51.91624259303193,4.5231574404376715,13z?hl=en-US&gl=NL",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,6,"6,13",http://twitter.com/RSMMBA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,6,"6,14",https://www.facebook.com/rsmmba,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,6,"6,15",https://www.twitter.com/rsmmba,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,6,"6,16",https://www.linkedin.com/edu/school?id=19929,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,6,"6,17",https://www.youtube.com/rsmmba,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,6,"6,18",https://blog.rsm.nl/mba/,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
162,6,"6,19",http://weibo.com/rotterdamrsm,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,6,"6,2",/mba/international-full-time-mba/mba-newsletter-sign-up,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
164,6,"6,21",tel:0031104082884,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
165,6,"6,22",https://www.linkedin.com/in/courtney-stankey-39236426?authType=NAME_SEARCH&authToken=4yv8&locale=en_US&srchid=145594581461330368446&srchindex=1&srchtotal=195&trk=vsrp_people_res_name&trkInfo=VSRPsearchId%3A145594581461330368446%2CVSRPtargetId%3A90457886%2C,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,6,"6,23",mailto:cstankey@rsm.nl,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
167,6,"6,24",skype:courtney.rsm?call,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
168,6,"6,25",tel:0031104089628,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
169,6,"6,26",mailto:cfok@rsm.nl,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
170,6,"6,27",skype:cfok@rsm.nl?call,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
171,6,"6,28",/mba/international-full-time-mba/contact-us/?tx_rsmcontent_contacts[identifier]=141&tx_rsmcontent_contacts[action]=vCard&tx_rsmcontent_contacts[controller]=Contact&cHash=cd0ee60408ed7fc78f9e48fcbbdf627b,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
172,7,7,/mba/information-events/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,7,"7,1",/mba/international-full-time-mba/why-the-rotterdam-mba/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
174,7,"7,11",/mba/international-full-time-mba/apply/plan-a-visit/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
175,7,"7,12",https://rsm.embark.com,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
176,7,"7,13",/mba/webinar-recordings/,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
177,7,"7,14",/mba/information-events/?tx_eurevents[page]=[...],1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
178,7,"7,15",/mba/information-events/detail/[...],1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
179,7,"7,2",/mba/international-full-time-mba/curriculum-teaching/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
180,7,"7,3",/mba/international-full-time-mba/your-career/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,7,"7,4",/mba/international-full-time-mba/student-life/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,7,"7,5",/mba/international-full-time-mba/apply/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
183,7,"7,6",/mba/international-full-time-mba/contact-us/,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,7,"7,7",/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
185,7,"7,8",/mba/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
186,8,8,/mba/information-events/detail/6187-amsterdam-mba-info-session-alumni-panel/?tx_eurevents[controller]=Event&cHash=bc9a0992339c2af637f53caa2d7fa87a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,8,"8,1",/mba/international-full-time-mba/why-the-rotterdam-mba/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
188,8,"8,1",/mba/international-full-time-mba/apply/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
189,8,"8,11",/mba/international-full-time-mba/apply/plan-a-visit/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
190,8,"8,12",/mba/information-events/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
191,8,"8,13",/mba/information-events/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
192,8,"8,14",http://web.rsm.nl/rsmnl-avne2/pages/[...],1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
193,8,"8,15",/mba/information-events/detail/[...],1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
194,8,"8,16",http://maps.google.com/?ll=[...],0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
195,8,"8,17",https://www.facebook.com/sharer/sharer.php?u=[...],0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
196,8,"8,18",https://twitter.com/intent/tweet?text=[...],0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
197,8,"8,19",https://www.linkedin.com/shareArticle?url=https%3A%2F%2Fwww.rsm.nl%2Fmba%2Finternational-full-time-mba%2Fapply%2Fplan-a-visit%2Fmeet-us-around-the-world%2Fdetail%[...],0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
198,8,"8,2",/mba/international-full-time-mba/curriculum-teaching/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
199,8,"8,2",mailto:?subject=[...],0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
200,8,"8,3",/mba/international-full-time-mba/your-career/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,8,"8,4",/mba/international-full-time-mba/student-life/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,8,"8,5",/mba/international-full-time-mba/apply/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
203,8,"8,6",/mba/international-full-time-mba/contact-us/,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,8,"8,7",/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
205,8,"8,8",/mba/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
206,9,9,/mba/international-full-time-mba/apply/cv-assessment/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,9,"9,1",/mba/international-full-time-mba/why-the-rotterdam-mba/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
208,9,"9,1",/mba/international-full-time-mba/apply/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
209,9,"9,11",https://rsm.embark.com,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
210,9,"9,2",/mba/international-full-time-mba/curriculum-teaching/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
211,9,"9,3",/mba/international-full-time-mba/your-career/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,9,"9,4",/mba/international-full-time-mba/student-life/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,9,"9,6",/mba/international-full-time-mba/contact-us/,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,9,"9,7",/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
215,9,"9,8",/mba/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
216,10,10,/mba/international-full-time-mba/brochure-request/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,10,"10,1",/mba/international-full-time-mba/why-the-rotterdam-mba/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
218,10,"10,1",http://web.rsm.nl/P.aspx?accountKey=avnE2Try8fkCa5YG5yqTIw&PageId=b81fe3d9aae2e41190e8005056890037,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
219,10,"10,2",/mba/international-full-time-mba/curriculum-teaching/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
220,10,"10,3",/mba/international-full-time-mba/your-career/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,10,"10,4",/mba/international-full-time-mba/student-life/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,10,"10,5",/mba/international-full-time-mba/apply/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
223,10,"10,6",/mba/international-full-time-mba/contact-us/,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,10,"10,7",/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
225,10,"10,8",/mba/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
226,11,11,/mba/international-full-time-mba/why-the-rotterdam-mba/international/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,11,"11,1",/mba/international-full-time-mba/why-the-rotterdam-mba/,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
228,11,"11,11",/mba/information-events/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
229,11,"11,12",/mba/international-full-time-mba/apply/cv-assessment/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
230,11,"11,13",http://www.rsm.nl/mba/international-full-time-mba/brochure-request/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
230,11,"11,13",/mba/international-full-time-mba/brochure-request/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
231,11,"11,14",https://rsm.embark.com,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
232,11,"11,15",/mba/international-full-time-mba/apply/plan-a-visit/meet-us-on-campus/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
233,11,"11,16",/mba/international-full-time-mba/why-the-rotterdam-mba/leadership/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
234,11,"11,17",/mba/international-full-time-mba/why-the-rotterdam-mba/sustainability/,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
235,11,"11,18",/mba/international-full-time-mba/why-the-rotterdam-mba/entrepreneurship/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
236,11,"11,19",/mba/international-full-time-mba/why-the-rotterdam-mba/personal-leadership-development/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
237,11,"11,2",/mba/international-full-time-mba/curriculum-teaching/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
238,11,"11,2",https://www.facebook.com/rsmmba,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,11,"11,21",https://www.twitter.com/rsmmba,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,11,"11,22",https://www.linkedin.com/edu/school?id=19929,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,11,"11,23",https://www.youtube.com/rsmmba,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,11,"11,24",https://blog.rsm.nl/mba/,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
243,11,"11,25",http://weibo.com/rotterdamrsm,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,11,"11,26",/mba/international-full-time-mba/mba-newsletter-sign-up,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
245,11,"11,27",https://www.youtube.com/user/RSMMBA,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,11,"11,28",/ecwo/home/,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
247,11,"11,3",/mba/international-full-time-mba/your-career/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,11,"11,4",/mba/international-full-time-mba/student-life/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,11,"11,5",/mba/international-full-time-mba/apply/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
250,11,"11,6",/mba/international-full-time-mba/contact-us/,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,11,"11,7",/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
252,11,"11,8",/mba/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
253,12,12,/mba/international-full-time-mba/why-the-rotterdam-mba/leadership/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,12,"12,1",/mba/international-full-time-mba/why-the-rotterdam-mba/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
255,12,"12,11",/mba/information-events/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
256,12,"12,12",/mba/international-full-time-mba/apply/cv-assessment/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
257,12,"12,13",/mba/international-full-time-mba/brochure-request/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
258,12,"12,14",https://rsm.embark.com,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
259,12,"12,15",/mba/international-full-time-mba/apply/plan-a-visit/meet-us-on-campus/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
260,12,"12,16",/mba/international-full-time-mba/why-the-rotterdam-mba/international/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
261,12,"12,17",/mba/international-full-time-mba/why-the-rotterdam-mba/sustainability/,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
262,12,"12,18",/mba/international-full-time-mba/why-the-rotterdam-mba/entrepreneurship/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
263,12,"12,19",/mba/international-full-time-mba/why-the-rotterdam-mba/personal-leadership-development/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
264,12,"12,2",/mba/international-full-time-mba/curriculum-teaching/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
265,12,"12,2",http://www.rsm.nl/pld,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
266,12,"12,21",http://www.rsm.nl/people/steef-van-de-velde/,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
267,12,"12,22",http://www.rsm.nl/people/eric-waarts/,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
268,12,"12,3",/mba/international-full-time-mba/your-career/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,12,"12,4",/mba/international-full-time-mba/student-life/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,12,"12,5",/mba/international-full-time-mba/apply/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
271,12,"12,6",/mba/international-full-time-mba/contact-us/,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,12,"12,7",/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
273,12,"12,8",/mba/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
274,13,13,/mba/international-full-time-mba/why-the-rotterdam-mba/sustainability/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,13,"13,1",/mba/international-full-time-mba/why-the-rotterdam-mba/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
276,13,"13,11",/mba/information-events/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
277,13,"13,12",/mba/international-full-time-mba/apply/cv-assessment/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
278,13,"13,13",/mba/international-full-time-mba/brochure-request/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
279,13,"13,14",https://rsm.embark.com,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
280,13,"13,15",/mba/international-full-time-mba/apply/plan-a-visit/meet-us-on-campus/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
281,13,"13,16",/mba/international-full-time-mba/why-the-rotterdam-mba/international/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
282,13,"13,17",/mba/international-full-time-mba/why-the-rotterdam-mba/leadership/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
283,13,"13,18",/mba/international-full-time-mba/why-the-rotterdam-mba/entrepreneurship/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
284,13,"13,19",/mba/international-full-time-mba/why-the-rotterdam-mba/personal-leadership-development/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
285,13,"13,2",/mba/international-full-time-mba/curriculum-teaching/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
286,13,"13,2",https://www.facebook.com/rsmmba,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,13,"13,21",https://www.twitter.com/rsmmba,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,13,"13,22",https://www.linkedin.com/edu/school?id=19929,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,13,"13,23",https://www.youtube.com/rsmmba,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,13,"13,24",https://blog.rsm.nl/mba/,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
291,13,"13,25",http://weibo.com/rotterdamrsm,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,13,"13,26",/mba/international-full-time-mba/mba-newsletter-sign-up,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
293,13,"13,27",http://www.bloomberg.com/bw/articles/2013-01-22/mba-rankings-top-schools-for-sustainability,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
294,13,"13,28",http://www.rsm.nl/sustainability/,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
295,13,"13,29",http://www.rsm.nl/fileadmin/Images_NEW/Sites/SustainableRSM/RSMPRMESIPREPORT2014.pdf,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
296,13,"13,3",/mba/international-full-time-mba/your-career/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,13,"13,3",http://www.rsm.nl/about-rsm/news/detail/4841-gold-standing-for-rsm-graduate-net-impact-chapter/,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
298,13,"13,4",/mba/international-full-time-mba/student-life/,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,13,"13,5",/mba/international-full-time-mba/apply/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
300,13,"13,6",/mba/international-full-time-mba/contact-us/,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,13,"13,7",/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
302,13,"13,8",/mba/,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
